IdShip,ShipSource,ShipName,ShipDateMonth,ShipDateYear,ShipTakenLocation,ShipLastage,ShipTonnage,ShipAge,ShipCrewTot,ShipCrewNat,ShipMustPlace,ShipOwnRes,ShipOwnGender,ShipSkipPart,ShipJournEnd,ShipJournBegin,ShipConstrPlace,ShipMustRole,ShipComments,period_coding,OR_place,OR_country,OR_region,OR_northsouth,OR_latitude,OR_longitude,OR_google,OR_coastalKM,OR_coastalclass,OR_placeclass,JE_place,JE_country,JE_region,JE_northsouth,JE_latitude,JE_longitude,JE_google,JE_coastalKM,JE_coastalclass,JE_placeclass,JB_place,JB_country,JB_region,JB_northsouth,JB_latitude,JB_longitude,JB_google,JB_coastalKM,JB_coastalclass,JB_placeclass,SHIP_CONV_TONNAGE,OR_histpol,JE_histpol,JB_histpol,OR_altscan
930,49,Anna Margaretha,5,1705,,,43,7,6,Swedes,Stockholm,Stockholm,,No,Stockholm,Bordeaux,Stetin,FALSE,,1,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,43,Sweden,Sweden,France,EAST_SCAN
931,49,Ariana of Delph,1,1704,,,60,,7,all Hollandish [Dutch],,Delph,,No,Gallway Ireland,Delph,Holland built,FALSE,,1,Delft,Netherlands,Ned,NE,52.01152,4.35871,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.01152,4.35871",14.69,coastal,P,Galway,Ireland,Brit,NE,53.27388,-9.04835,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.27388,-9.04835",1.56,coastal,P,Delft,Netherlands,Ned,NE,52.01152,4.35871,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.01152,4.35871",14.69,coastal,P,60,Netherlands,Kingdom of Ireland,Netherlands,
932,49,Angel Raphael of Rebell,5,1706,,,180,,9,dutch,,Rebell,,Yes,Rebell,Amsterdam,Finland,FALSE,,1,Revilla,Spain,Medit,SE,43.406719,-3.86412,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.406719,-3.86412",5,coastal,p,Revilla,Spain,Medit,SE,43.406719,-3.86412,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.406719,-3.86412",5,coastal,p,Amsterdam,Netherlands,Ned,NE,52.373081,4.89333,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.373081,4.89333",28.61,coastal,P,180,Spain,Spain,Netherlands,
933,49,Angell Michael,2,1704,,,70,8,,All swede except one who is a Dutchman,,Carlskrona,,Yes,Bordeaux,Carlskrona,Swedish built,FALSE,,1,Karlskrona,Sweden,Scan,NE,56.161442,15.58387,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=56.161442,15.58387",3.48,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Karlskrona,Sweden,Scan,NE,56.161442,15.58387,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=56.161442,15.58387",3.48,coastal,P,70,Sweden,France,Sweden,EAST_SCAN
934,49,Angell Rapahel,2,1704,,,100,6,9,"Dutch, swedish, norwegian",,Carlskrona,,Yes,Amsterdam,Carlskrona,Finland,FALSE,,1,Karlskrona,Sweden,Scan,NE,56.161442,15.58387,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=56.161442,15.58387",3.48,coastal,P,Amsterdam,Netherlands,Ned,NE,52.373081,4.89333,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.373081,4.89333",28.61,coastal,P,Karlskrona,Sweden,Scan,NE,56.161442,15.58387,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=56.161442,15.58387",3.48,coastal,P,100,Sweden,Netherlands,Sweden,EAST_SCAN
935,49,Anna Catherina,11,1705,,,120,1,13,"danes, swedes",Gottenburgh,Gottenburgh,,No,Diepe,Gottenburgh,Gottenburgh,FALSE,,1,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Dieppe,France,Fra,SE,49.927151,1.07938,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.927151,1.07938",10.2,coastal,P,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,120,Sweden,France,Sweden,EAST_SCAN
936,49,Alida Cathrina of Bergen,7,1705,,,220,10,12,Norwegian,Bergen,Bergen,,No,Bergen,Brest,Amsterdam,FALSE,,1,Bergen,Norway,Scan,NE,60.390678,5.33277,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=60.390678,5.33277",3.82,coastal,P,Bergen,Norway,Scan,NE,60.390678,5.33277,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=60.390678,5.33277",3.82,coastal,P,Brest,France,Fra,SE,48.390228,-4.48622,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.390228,-4.48622",4.92,coastal,P,220,Denmark-Norway,Denmark-Norway,France,WEST_SCAN
937,49,Angell Raphael,7,1705,,40,,5,6,,,Ecklefords,,Yes,Ecklefords,Bordeaux,Ecklefords,FALSE,,1,Ecklak,Germany,Ger,NE,53.954386,9.262715,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.954386,9.262715",6,coastal,p,Ecklak,Germany,Ger,NE,53.954386,9.262715,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.954386,9.262715",6,coastal,p,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,80,German Kingdoms,German Kingdoms,France,
938,49,St Anne,7,1705,,,120,,9,norwegians,Dram,Kolinestrand,,Yes,St Malloes,Dram,Holland built,FALSE,,1,Holmestrand,Norway,Scan,NE,59.479729,10.3221,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.479729,10.3221",1.67,coastal,P,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Drammen,Norway,Scan,NE,59.74749,10.184,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.74749,10.184",12.1,coastal,P,120,Denmark-Norway,France,Denmark-Norway,WEST_SCAN
939,49,Armes Of Copenhagen,12,1704,,,70,5,7,all danes except for the Dutch steersman,,Copenhagen,,No,Copenhagen,Bordeaux,Hollands build,FALSE,,1,Copenhagen,Denmark,Scan,NE,55.675659,12.56761,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.675659,12.56761",0.15983431,coastal,P,Copenhagen,Denmark,Scan,NE,55.675659,12.56761,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.675659,12.56761",0.15983431,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,70,Denmark,Denmark,France,WEST_SCAN
940,49,Armes of Husum,7,1705,,,60,2,6,all of Holsten,,Oland,,Yes,Tunningen,Bordeaux,Hollands built,FALSE,,1,"Oland, Langeness",Germany,Ger,NE,54.6377182,8.593529701,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.6377182006836,8.59352970123291",8.61,coastal,P,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,60,German Kingdoms,German Kingdoms,France,
941,49,Adventure of Leith,8,1704,,,60,,10,All Scottish,,Leith,,Yes,Lisbon,Leith,Hollands built,FALSE,,1,Leith,Scotland,Brit,NE,55.97749,-3.16411,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.97749,-3.16411",4.44,coastal,P,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Leith,Scotland,Brit,NE,55.97749,-3.16411,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.97749,-3.16411",4.44,coastal,P,60,Kingdom of Great Britain,Portugal,Kingdom of Great Britain,
942,49,St Anthony de Bayon,5,1706,,,50,3,,All french,,Bayon,,No,Rochelle,Bayon,French built,FALSE,,1,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,"La Rochelle, Charente-Maritime, France",France,Fra,SE,46.159432,-1.15164,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.159432,-1.15164",2.28,coastal,P,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,50,France,France,France,
943,49,St Anne de Stockholm,3,1704,,,120,5,,all swedes,,Stockholm,,Yes,Hull in England,Stockholm,Finland,FALSE,,1,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,Hull,England,Brit,NE,53.743198,-0.34585,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.743198,-0.34585",8.28,coastal,P,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,120,Sweden,Great Britain,Sweden,EAST_SCAN
944,49,Adriana,5,1705,,,80,,6,all subjects to the Duke of Holsten,,Tonningen,,No data on form,Nantes,Tonningen,Hollands built,FALSE,,1,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,80,German Kingdoms,France,German Kingdoms,
945,49,Acker Bauer,9,1705,,,80,17,,"Holstein, Danes, Hamburgh",,Tonningen,,No,Dieppe,Tonningen,Hamburg built,FALSE,,1,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,Dieppe,France,Fra,SE,49.927151,1.07938,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.927151,1.07938",10.2,coastal,P,Toenning,Germany,Ger,NE,54.314336,8.9375,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.314336,8.9375",0,coastal,p,80,German Kingdoms,France,German Kingdoms,
946,50,St Anne de Argenton,11,1709,,,20,,4,all french,,Argonton,,,Rochelle,Argonton,French built,FALSE,,1,"Argenton, Landunvez, Bretagne",France,Fra,SE,48.51667,-4.75,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.51667,-4.75",10,coastal,p,"La Rochelle, Charente-Maritime, France",France,Fra,SE,46.159432,-1.15164,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.159432,-1.15164",2.28,coastal,P,"Argenton, Landunvez, Bretagne",France,Fra,SE,48.51667,-4.75,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.51667,-4.75",10,coastal,p,20,France,France,France,
947,,Anthony Francis,7,1709,,,45,,4,all french,,Le Bourgh,,Yes,Rochelle,Nantes,french built,FALSE,,1,Bourg,France,Fra,SE,45.040657,-0.555754,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=45.040657,-0.555754",1,coastal,p,"La Rochelle, Charente-Maritime, France",France,Fra,SE,46.159432,-1.15164,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.159432,-1.15164",2.28,coastal,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,45,France,France,France,
948,50,St Anne,7,1709,,,50,,4,all French,,,,,Rochelle,Nantes,french built,FALSE,,1,,,,,,,,,,,"La Rochelle, Charente-Maritime, France",France,Fra,SE,46.159432,-1.15164,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.159432,-1.15164",2.28,coastal,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,50,,France,France,
949,50,St Anthony of St Malo,2,1709,,,240,11,,all french,,St Malo,,Yes,St Malo,Island of Martinique,french built,FALSE,,1,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Martinique,Martinique,Caribbean,AM,14.630625,-61.02281,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.630625,-61.02281",2.87,coastal,C,240,France,France,French Empire,
950,50,St Anne d'Abriloue,2,1709,,,18,1,4,all French,Guimsetey,Abriloue,,No,Montau,Bordeaux,french built,FALSE,,1,L'Aber Ildut,France,Fra,SE,48.47075653,-4.744900227,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.4707565307617,-4.74490022659302",3.36,coastal,P,Montauban-de-Bretagne,France,Fra,SE,48.200481,-2.046821,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.200481,-2.046821",25,inland,p,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,18,France,France,France,
951,50,St Anne de L'isle de Dars,5,1709,,,33,,5,,,Sannes,,Yes,Nantes,Bordeaux,french built,FALSE,,1,Saintes,France,Fra,SE,45.747131,-0.63212,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=45.747131,-0.63212",30.54,inland,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,33,France,France,France,
952,50,St Anne,5,1707,,,80,12,,all French,,Aloone,,Yes,Rochelle or Bordeaux,Aloone,french built,FALSE,,1,Sable D'Olonne,France,Fra,SE,46.497898,-1.78204,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.497898,-1.78204",0,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Sable D'Olonne,France,Fra,SE,46.497898,-1.78204,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.497898,-1.78204",0,coastal,P,80,France,France,France,
953,50,St Anne,12,1709,,,33,,5,,Guinger,Guinger,,No,Coguecreau,St Andres in the River Bordeaux,French built,FALSE,,1,Quimper,France,Fra,SE,47.99474,-4.10794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.99474,-4.10794",10.64,coastal,P,Concarneau,France,Fra,SE,47.87186,-3.91734,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.87186,-3.91734",0.96,coastal,P,,,,,,,,,,,33,France,France,,
954,50,St Aubin,8,1709,,,36,18,,all French,,St Malo,,No,Gruines,St Malo,french built,FALSE,,1,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,,,,,,,,,,,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,36,France,,France,
955,50,Angel Gabriell,3,1708,,,150,7,15,all French,,Marseille,,No,Caen,Marseille,Civitia Vechia,FALSE,,1,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Caen,France,Fra,SE,49.184368,-0.36109,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.184368,-0.36109",13.36,coastal,P,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,150,France,France,France,
956,50,Amazon,6,1709,,,100,10,,all french,,Havre de Gras,,No,Martinique,Havre de Gras,french built,FALSE,,1,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,Martinique,Martinique,Caribbean,AM,14.630625,-61.02281,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.630625,-61.02281",2.87,coastal,C,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,100,France,French Empire,France,
957,50,St Augustine d'Audiecne,7,1708,Guernsey,,20,,5,all French,,Audience,,No,Audiene,St Sebastien,,FALSE,,1,Audierne,France,Fra,SE,48.023689,-4.53993,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.023689,-4.53993",0.12,coastal,P,Audierne,France,Fra,SE,48.023689,-4.53993,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.023689,-4.53993",0.12,coastal,P,San Sebastian,Spain,Medit,SE,43.317379,-1.9794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.317379,-1.9794",11.88,coastal,P,20,France,France,Spain,
958,50,St Anthony de Bayon,9,1707,,,,1,10,all french,Bayone,Bayon,,No,Tennereef on the Canary islands,Bayon,Portugese built,FALSE,,1,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,Tenerife,Canary Islands,Atlantic,AF,28.293275,-16.52266,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=28.293275,-16.52266",13.85,coastal,r,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,,France,Spanish Empire,France,
959,50,St Anthony,9,1709,,,,,,,,Dunkirk,,No,,,,FALSE,,1,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,,,,,,,,,,,,,,,,,,,,,,France,,,
960,50,St Anne de Vannes,3,1709,,,40,,5,all French,Vannes,Redon,,No,Brest,Nantes,Redon,FALSE,,1,Redon,France,Fra,SE,47.65102,-2.08593,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.65102,-2.08593",31.14,waterway,P,Brest,France,Fra,SE,48.390228,-4.48622,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.390228,-4.48622",4.92,coastal,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,40,France,France,France,
961,50,The Anne & Dorothy,1,1709,,,60,3,,all English,,Bristoll,,Yes,Antigua,Bristoll,Bristoll,FALSE,,1,Bristol,England,Brit,NE,51.453732,-2.59156,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.453732,-2.59156",8.33,coastal,P,Antigua,Antigua,Caribbean,AM,17.3283,-62.005742,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.3283,-62.005742",18.94,coastal,C,Bristol,England,Brit,NE,51.453732,-2.59156,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.453732,-2.59156",8.33,coastal,P,60,Great Britain,British Empire,Great Britain,
962,50,St Anthoine de Lartre,2,1709,Guernsey,,40,,9,,,Spain,,Yes,Croyich,Lartre,Spanish built,FALSE,,1,Spain,Spain,Medit,SE,35.71271,-6.916454,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=35.71271,-6.916454",72.07,coastal,C,Le Croisic,France,Fra,SE,47.295319,-2.51382,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.295319,-2.51382",3.6,coastal,P,Luarca,Spain,Medit,SE,43.541889,-6.53661,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.541889,-6.53661",10.68,coastal,P,40,Spain,France,Spain,
963,50,St Anthony de Grandville,2,1709,Guernsey,,160,,56,,,Grandeville,,No,St Malloe,St Martin,french built,FALSE,,1,Granville-sur-Mer,France,Fra,SE,48.838661,-1.59848,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.838661,-1.59848",1.8,coastal,P,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Saint-Martin-de-Re,France,Fra,SE,46.198952,-1.35834,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.198952,-1.35834",9.72,coastal,P,160,France,France,France,
964,50,St Anthony de Bourdeaue,11,1704,Guernsey,,30,,6,all French,,Bordeaux,,Yes,Dunkirk,Bourdeaux,french built,FALSE,,1,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,30,France,France,France,
965,50,St Antonio de Padua,6,1707,,,170,3,64,all french,,St John de Luce,,No,St Sebastian Spain,Facehia Newfoundland,St John de Luce,FALSE,,1,Saint-Jean-de-Luz,France,Fra,SE,43.387718,-1.66088,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.387718,-1.66088",8.52,coastal,P,San Sebastian,Spain,Medit,SE,43.317379,-1.9794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.317379,-1.9794",11.88,coastal,P,,,,,,,,,,,170,France,Spain,,
966,50,St Anne de Bulloign,4,1709,,,18,,,,,Dunkirke,,No,Dunkirke,Dunkirke,french built,FALSE,,1,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,18,France,France,France,
967,50,St Anne de Besny,7,1709,Guernsey,,13,,4,,,St Malo,,No data on form,Besny,St Malo,Besny,FALSE,,1,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,,,,,,,,,,,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,13,France,,France,
968,50,St Anne de Poulliguian,7,1709,Guernsey,,30,,4,,,Poulliguian,,No,Bilboa,Poulliguian,English built,FALSE,,1,Le Pouliguen,France,Fra,SE,47.278488,-2.43059,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.278488,-2.43059",8.76,coastal,P,Bilbao,Spain,Medit,SE,43.26865,-2.94612,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.26865,-2.94612",15.2,coastal,P,Le Pouliguen,France,Fra,SE,47.278488,-2.43059,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.278488,-2.43059",8.76,coastal,P,30,France,Spain,France,
969,50,St Anne de Pol Abey,11,1709,Guernsey,,37,,5,,,,,No data on form,Bayonne,Pol Abey,french built,FALSE,,1,,,,,,,,,,,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,Pont l'Abbe,France,Fra,SE,47.866852,-4.22391,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.866852,-4.22391",4.18,coastal,P,37,,France,France,
970,50,St Anne,4,1709,,,50,,5,flemish,,Bridges,,No,Nantes,Bridges,Flanders built,FALSE,,1,Brugge,Belgium,Ned,NE,51.208481,3.22451,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.208481,3.22451",13.24,coastal,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Brugge,Belgium,Ned,NE,51.208481,3.22451,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.208481,3.22451",13.24,coastal,P,50,United Provinces/Southern Netherlands,France,United Provinces/Southern Netherlands,
971,50,Avanture Notre Dame de Rozaire,3,1709,Guernsey,,65,,13,"10 Portugese, 2 Genemeys and 1 French Pilot","Lisbon, Havre de Gras, Hamburgh",Lisbon,,No,Lisbon,Havre De Gras,English built (he suppose),FALSE,,1,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,65,Portugal,Portugal,France,
972,50,St Antonio de Suchon,11,1709,,,28,,6,,,Suchon,,No,Nantes,Suchon,Spanish built,FALSE,,1,Sutar,France,Fra,SE,43.458548,-1.499746,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.458548,-1.499746",6,coastal,p,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Sutar,France,Fra,SE,43.458548,-1.499746,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.458548,-1.499746",6,coastal,p,28,France,France,France,
973,50,Adventure of Bristoll,3,1709,,,70,,12,all English men,,Bristoll,,No,Rotterdam,Bristoll,english built,FALSE,,1,Bristol,England,Brit,NE,51.453732,-2.59156,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.453732,-2.59156",8.33,coastal,P,Rotterdam,Netherlands,Ned,NE,51.922871,4.47849,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.922871,4.47849",37.84770702,waterway,P,Bristol,England,Brit,NE,51.453732,-2.59156,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.453732,-2.59156",8.33,coastal,P,70,Great Britain,Netherlands,Great Britain,
